prediction,actual,error,mse
3.8418992751456593,5.0,(1.1581007248543407, 1.3411972889081494)
3.4341058159146627,4.0,(0.5658941840853373, 0.32023622758160963)
4.115122210826627,4.0,(0.11512221082662677, 0.013253123425610303)
4.5488595037605,5.0,(0.4511404962394998, 0.20352774734722215)
4.490626638591472,2.0,(2.490626638591472, 6.203221052861455)
3.152754468935312,3.0,(0.1527544689353122, 0.023333927779709256)
4.941555574574894,5.0,(0.05844442542510642, 0.0034157508632708254)
2.488942426181375,3.0,(0.5110575738186252, 0.2611798437573795)
4.451637596430537,1.0,(3.451637596430537, 11.913802097092773)
3.8646419918465624,5.0,(1.1353580081534376, 1.2890378066781412)
4.267925134581403,5.0,(0.7320748654185971, 0.535933608577657)
4.022112688917597,3.0,(1.0221126889175967, 1.0447143488463597)
4.786825710777636,4.0,(0.7868257107776362, 0.6190946991407323)
1.4377505248037674,5.0,(3.5622494751962326, 12.689621323535835)
3.0,5.0,(2.0, 4.0)
